FPR,TPR,Threshold
0.08535858236542727,0.9209702708519076,0.8
0.08538243220682583,0.9209887170658222,0.7993
0.08538243220682583,0.9210010145417653,0.799
0.08543013188962294,0.9210502044455375,0.798
0.08545398173102149,0.9210686506594521,0.7974
0.08545398173102149,0.9210932456113383,0.797
0.08552553125521715,0.921136286777139,0.7964
0.08554938109661571,0.9211916254188828,0.796
0.08557323093801426,0.9212162203707689,0.7954
0.08562093062081137,0.9212223691087404,0.795
0.08566863030360848,0.9212654102745411,0.7944
0.08571632998640559,0.9213268976542565,0.794
0.0857640296692027,0.9213637900820857,0.7935
0.08578787951060125,0.9214006825099148,0.793
0.08585942903479692,0.9214806161035447,0.7925
0.08585942903479692,0.9215544009592032,0.792
0.08590712871759403,0.9216035908629754,0.7915
0.08590712871759403,0.9216281858148615,0.791
0.08590712871759403,0.9216712269806622,0.7905
0.08590712871759403,0.9217081194084914,0.79
0.08590712871759403,0.921714268146463,0.7896
0.08593097855899258,0.9217450118363206,0.789
0.08593097855899258,0.9217942017400929,0.7886
0.08593097855899258,0.9218126479540074,0.788
0.08593097855899258,0.9218679865957512,0.7876
0.08597867824178969,0.9219048790235804,0.787
0.08600252808318824,0.921923325237495,0.7866
0.0860263779245868,0.9219786638792388,0.786
0.0860263779245868,0.9219909613551819,0.7856
0.08605022776598535,0.9220340025209826,0.785
0.08605022776598535,0.9220524487348971,0.7847
0.08605022776598535,0.9220585974728687,0.784
0.0860740776073839,0.9220893411627263,0.7837
0.0860740776073839,0.9221139361146125,0.783
0.08612177729018101,0.9221385310664986,0.782
0.08614562713157957,0.9221815722322994,0.7817
0.08614562713157957,0.9222000184462139,0.7812
0.08619332681437668,0.922212315922157,0.781
0.08621717665577523,0.9222430596120146,0.7803
0.0862410264971738,0.9222922495157869,0.78
0.08628872617997091,0.9223106957297015,0.7793
0.08628872617997091,0.9223229932056446,0.779
0.08628872617997091,0.9223721831094168,0.7783
0.08628872617997091,0.9223967780613029,0.778
0.08628872617997091,0.9224029267992745,0.7773
0.08631257602136946,0.9224398192271036,0.777
0.08633642586276802,0.9224705629169613,0.7764
0.08633642586276802,0.9224951578688474,0.776
0.08640797538696368,0.9225259015587051,0.7754
0.08645567506976079,0.9225320502966766,0.775
0.08645567506976079,0.9225689427245058,0.7744
0.0865033747525579,0.922593537676392,0.774
0.08652722459395645,0.922605835152335,0.7734
0.08657492427675356,0.9226119838903065,0.773
0.08657492427675356,0.9226611737940787,0.772
0.08659877411815212,0.9226857687459649,0.7715
0.08659877411815212,0.9227165124358225,0.771
0.08659877411815212,0.9227657023395948,0.7705
0.08659877411815212,0.9227841485535094,0.77
0.08664647380094923,0.9228087435053955,0.7695
0.08667032364234778,0.9228333384572817,0.769
0.08671802332514489,0.9228579334091678,0.7686
0.08671802332514489,0.9228763796230823,0.768
0.08674187316654344,0.9228886770990254,0.7676
0.086765723007942,0.92290712331294,0.767
0.086765723007942,0.9229255695268546,0.7666
0.08678957284934055,0.9229870569065699,0.766
0.08683727253213766,0.9230362468103421,0.765
0.08683727253213766,0.9230546930242568,0.7646
0.08683727253213766,0.9230792879761429,0.764
0.08686112237353621,0.9230792879761429,0.7637
0.08686112237353621,0.923103882928029,0.763
0.08690882205633332,0.9231223291419436,0.7627
0.08693267189773188,0.9231592215697728,0.762
0.08695652173913043,0.9231838165216589,0.7617
0.08700422142192754,0.9231899652596305,0.761
0.08705192110472465,0.9232330064254312,0.7607
0.0870757709461232,0.9232760475912319,0.7603
0.0870757709461232,0.9232944938051465,0.76
0.08709962078752176,0.9233129400190611,0.7593
0.08709962078752176,0.9233375349709472,0.759
0.08712347062892031,0.9233498324468903,0.7583
0.08717117031171742,0.9233744273987764,0.758
0.08717117031171742,0.9234051710886341,0.7573
0.08719502015311598,0.9234359147784917,0.757
0.08719502015311598,0.9234605097303779,0.7563
0.08719502015311598,0.9235035508961785,0.756
0.08719502015311598,0.9235527407999508,0.755
0.08721886999451453,0.9235650382758939,0.7544
0.08721886999451453,0.923577335751837,0.754
0.0872904195187102,0.9236080794416945,0.7534
0.0872904195187102,0.9236203769176377,0.753
0.08731426936010876,0.9236388231315522,0.7524
0.08738581888430443,0.9236572693454669,0.752
0.08740966872570298,0.9236695668214099,0.7515
0.08743351856710153,0.9236880130353246,0.751
0.08745736840850009,0.923694161773296,0.7505
0.0875050680912972,0.9237003105112676,0.75
0.08752891793269575,0.9237064592492391,0.7495
0.08752891793269575,0.9237187567251821,0.749
0.08752891793269575,0.9237495004150398,0.7485
0.08752891793269575,0.9237679466289545,0.748
